account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,area_code_area_code_415,area_code_area_code_510
165,1,0,0,81.4,110,150,22.41,219.7,107,3,3.29,1,0,1,0
71,1,0,0,178.2,113,94,14.26,182.1,111,3,3.67,3,1,1,0
92,0,0,0,184.7,60,73,22.27,239.5,120,6,3.32,2,1,1,0
134,0,1,32,224.0,75,103,8.29,211.6,80,5,2.89,2,0,1,0
81,0,1,17,268.1,94,124,13.27,160.4,90,5,3.67,2,0,1,0
167,0,0,0,169.2,124,108,14.73,216.5,64,4,3.35,4,1,1,0
192,0,1,36,156.2,77,126,18.32,279.1,83,6,2.67,2,0,1,0
83,0,0,0,195.2,101,38,16.04,270.0,91,3,3.08,0,0,1,0
121,0,1,20,211.9,110,120,18.28,238.5,107,2,2.54,0,0,0,1
115,1,1,6,140.1,125,100,13.42,249.4,96,3,2.73,1,0,1,0
108,0,0,0,293.0,88,101,13.65,143.9,87,6,2.7,2,0,0,1
132,0,0,0,83.4,110,137,19.74,146.7,114,5,2.05,1,0,1,0
125,0,0,0,175.9,98,148,16.39,278.2,110,5,2.86,0,0,0,0
86,0,0,0,150.8,85,88,25.15,247.2,104,1,3.38,1,0,0,0
90,0,1,32,276.6,76,90,11.76,279.6,88,3,1.84,3,0,0,0
113,0,1,30,208.9,87,89,12.34,198.2,77,5,4.02,2,0,0,0
69,0,0,0,153.7,109,105,16.49,256.1,114,6,3.81,1,0,1,0
174,0,0,0,178.0,49,83,12.03,265.1,114,5,1.67,3,0,0,0
51,1,1,12,135.8,60,134,17.05,192.4,98,7,3.32,2,0,0,1
149,0,0,0,221.4,95,63,16.89,106.2,70,3,2.7,1,0,0,1
70,0,0,0,7.9,100,83,11.59,156.6,89,1,3.27,0,0,1,0
86,0,1,26,141.3,120,98,11.44,195.9,94,5,3.59,1,0,0,0
162,0,0,0,115.1,89,111,16.73,212.4,98,3,3.08,2,0,1,0
17,0,0,0,168.5,102,130,25.26,244.7,117,6,2.38,3,0,0,0
29,0,0,0,262.0,112,60,7.03,195.1,120,5,2.89,1,0,1,0
76,0,0,0,129.7,84,80,15.09,228.9,87,3,2.03,5,1,0,1
76,0,1,26,214.6,110,87,17.44,134.6,140,2,2.19,1,0,0,0
66,0,0,0,34.0,133,61,23.68,129.6,120,3,3.11,0,0,1,0
109,1,1,36,244.2,147,65,16.97,144.4,109,3,4.16,2,1,1,0
42,0,0,0,191.9,139,91,25.86,179.5,91,4,3.16,0,0,0,0
114,0,1,23,186.2,95,129,21.96,183.9,93,6,2.11,0,0,1,0
138,0,0,0,157.5,96,107,23.09,138.2,84,6,2.89,2,0,1,0
96,0,0,0,166.5,101,108,6.66,221.9,112,10,3.11,3,0,1,0
98,0,1,36,168.0,81,125,13.87,172.7,120,2,2.16,6,1,1,0
122,0,0,0,215.6,86,59,14.26,207.0,67,8,1.73,3,0,1,0
58,0,0,0,191.3,120,124,18.39,100.3,132,9,2.32,3,0,0,0
86,0,1,33,253.1,112,94,17.86,95.0,98,4,3.21,3,0,1,0
52,0,1,31,142.1,77,97,16.41,253.4,88,4,2.97,1,0,0,0
73,0,0,0,254.8,85,80,12.19,153.9,102,7,4.05,2,0,1,0
100,0,1,26,197.7,80,83,19.77,196.7,120,5,3.24,1,0,1,0
22,0,1,29,151.2,147,135,17.27,296.1,98,2,3.0,2,0,0,0
80,1,1,15,159.3,110,120,14.5,141.2,82,5,3.21,1,0,0,0
172,0,0,0,215.7,140,84,12.44,264.6,83,1,1.92,3,0,1,0
121,0,1,34,245.0,95,66,18.44,112.4,125,8,2.03,0,0,0,0
139,1,1,31,203.5,82,72,17.03,214.0,112,6,3.62,1,1,0,1
96,0,0,0,179.5,125,139,13.8,264.5,133,2,1.78,1,0,0,1
123,1,0,0,125.5,106,96,10.96,251.9,129,6,1.7,4,1,1,0
69,1,0,0,279.8,90,91,21.14,171.0,118,10,2.27,2,1,0,1
89,0,0,0,159.4,126,108,17.6,141.6,121,4,3.0,1,0,1,0
109,1,0,0,209.1,141,93,17.43,119.4,111,3,2.11,2,0,0,1
77,0,0,0,169.4,102,144,15.72,234.3,89,7,0.54,1,0,1,0
87,1,0,0,207.8,113,129,15.49,163.4,98,3,3.51,1,0,0,1
193,0,0,0,170.9,124,95,11.25,112.9,89,3,3.13,1,0,1,0
5,0,0,0,199.2,106,12,15.92,214.0,85,3,3.59,3,0,1,0
30,0,0,0,227.4,88,100,15.51,191.7,134,3,3.38,0,0,0,1
60,0,0,0,136.4,147,101,18.69,99.7,73,3,1.89,0,0,1,0
132,0,0,0,195.1,100,95,12.65,224.5,117,2,1.81,0,0,0,0
24,0,1,29,236.3,105,114,16.22,129.0,105,2,1.94,3,0,0,0
122,0,0,0,119.3,93,103,19.03,211.9,122,4,2.35,2,0,1,0
1,0,1,26,208.0,115,113,15.73,177.7,144,9,2.19,1,0,0,0
30,0,0,0,195.2,100,95,15.28,298.3,115,4,3.11,1,0,1,0
22,0,0,0,222.9,97,91,14.67,187.6,99,3,2.73,1,0,1,0
179,0,0,0,219.2,92,125,12.7,244.7,104,5,1.65,0,0,0,0
28,0,0,0,236.8,102,87,14.2,280.2,115,3,2.62,3,0,1,0
129,0,1,10,161.4,91,102,15.56,240.3,65,3,3.48,1,0,0,1
154,0,1,35,224.0,102,99,16.32,163.1,100,2,2.59,0,0,0,0
114,0,0,0,206.3,113,97,19.0,234.3,119,6,2.19,2,0,0,0
73,0,0,0,254.7,80,79,7.67,153.4,60,8,2.86,0,0,0,1
81,0,0,0,176.1,113,80,13.77,160.9,83,4,3.21,1,0,1,0
169,0,0,0,235.7,79,85,11.64,220.9,97,10,3.59,1,0,1,0
133,0,0,0,295.0,141,101,19.01,229.4,109,4,3.48,2,1,0,1
52,0,1,24,229.1,86,124,14.34,245.4,75,2,3.94,1,0,0,1
100,0,1,41,306.9,71,72,20.68,125.9,114,4,2.84,2,0,0,0
76,0,1,37,190.8,58,101,18.86,211.2,104,4,3.32,1,0,1,0
100,0,1,21,86.1,95,126,16.14,201.3,113,4,3.16,0,0,0,1
27,0,0,0,236.7,110,92,19.71,164.7,85,6,3.43,1,0,0,0
113,0,0,0,207.2,113,80,21.76,211.0,87,1,2.67,1,0,0,1
102,0,0,0,242.2,88,89,19.82,188.5,121,6,1.67,3,0,0,1
99,0,0,0,191.2,110,102,13.93,243.6,114,3,3.81,1,0,1,0
111,0,0,0,181.8,117,91,13.44,266.2,123,9,2.62,0,0,1,0
139,0,0,0,236.6,109,107,14.44,212.3,118,2,3.0,1,1,0,1
50,0,0,0,301.7,82,118,14.2,72.2,89,6,2.84,1,0,0,0
53,0,0,0,57.5,95,131,22.57,244.3,128,6,3.13,3,0,1,0
135,1,0,0,177.2,151,83,17.79,236.3,114,5,3.0,2,0,1,0
47,0,1,40,158.3,90,71,18.12,123.0,132,2,3.78,2,0,1,0
119,0,1,29,117.8,66,114,21.83,147.6,76,3,2.05,3,0,1,0
16,0,0,0,228.3,80,75,11.13,156.7,98,9,2.27,1,0,0,1
134,0,0,0,199.7,107,86,17.49,198.8,125,5,2.24,0,0,1,0
115,0,1,24,142.1,124,129,15.59,164.8,114,4,2.59,1,0,0,1
90,0,0,0,203.4,146,117,19.27,152.4,105,4,1.97,1,0,1,0
24,0,0,0,235.6,132,129,9.85,185.4,136,2,4.37,0,0,1,0
167,1,0,0,181.2,122,77,22.31,214.0,88,4,2.27,0,0,1,0
83,0,0,0,129.6,81,117,16.12,219.0,118,4,2.65,2,0,0,1
35,0,0,0,149.3,113,122,20.59,174.3,104,6,2.4,2,0,0,0
100,1,0,0,219.4,112,102,19.18,255.3,95,4,3.24,4,0,0,0
44,0,0,0,238.3,83,112,16.46,167.7,79,6,2.54,5,0,0,1
142,1,1,25,191.1,109,120,12.72,227.8,60,3,2.65,0,0,0,0
34,0,1,26,193.4,91,94,16.86,257.2,94,5,2.57,2,0,0,1
84,0,0,0,169.9,96,103,16.18,188.0,82,2,2.32,2,0,1,0
16,0,0,0,174.7,83,122,23.87,171.7,80,8,2.84,5,0,1,0
113,0,0,0,90.6,130,100,14.5,137.4,74,9,1.46,1,0,1,0
79,0,0,0,236.8,135,87,15.84,126.9,112,5,2.81,2,0,1,0
32,0,0,0,164.8,98,96,19.54,167.3,108,2,4.0,2,0,1,0
141,0,1,23,149.7,112,118,13.81,220.3,115,2,2.05,3,0,0,1
3,0,0,0,185.0,120,129,17.31,170.5,89,3,3.81,3,0,1,0
43,1,0,0,160.5,92,121,20.04,111.8,95,5,3.73,1,1,0,0
159,0,1,23,153.6,93,88,18.44,161.3,91,3,3.4,2,0,1,0
163,0,0,0,178.7,56,79,18.33,152.7,84,2,2.86,4,0,0,1
91,0,0,0,153.2,70,91,19.69,115.1,80,3,2.65,4,1,1,0
163,0,0,0,197.0,109,128,17.22,206.4,80,10,2.46,1,0,0,0
49,0,1,42,159.0,67,125,10.74,206.8,88,3,2.0,2,0,0,1
61,0,1,31,252.1,98,149,18.33,135.7,117,4,1.38,2,0,1,0
80,0,1,22,182.8,142,111,19.49,313.8,85,2,3.05,1,0,0,0
103,0,0,0,230.2,100,100,14.8,194.1,112,11,2.43,2,0,1,0
145,0,0,0,229.6,82,103,11.74,250.8,109,3,0.89,1,0,0,0
73,0,1,28,198.2,107,123,11.82,199.1,139,1,2.38,2,0,0,1
75,0,1,19,210.3,90,87,20.55,215.7,102,3,3.54,4,0,1,0
89,0,0,0,141.1,92,126,21.17,136.0,73,2,2.92,2,0,1,0
94,0,0,0,212.1,98,89,16.1,352.2,95,5,2.27,3,0,1,0
74,0,0,0,180.0,110,100,18.1,182.3,95,10,3.19,0,0,1,0
54,0,1,33,112.0,90,112,17.68,150.3,83,4,3.05,2,0,0,1
77,0,0,0,175.8,116,125,13.28,237.4,106,4,1.35,0,0,1,0
87,0,1,22,240.8,102,106,6.45,224.6,115,3,1.92,2,0,0,1
86,0,0,0,70.7,125,113,17.94,174.6,107,0,0.0,2,0,0,1
112,0,0,0,272.5,119,94,19.22,159.1,94,5,4.43,3,1,1,0
60,1,1,45,135.6,101,73,8.07,154.0,118,3,2.65,4,1,1,0
98,0,0,0,165.0,129,113,17.22,172.3,94,7,3.38,1,1,0,0
136,0,1,24,243.3,107,111,19.28,138.5,117,4,2.97,4,0,1,0
104,0,0,0,138.7,100,58,18.31,164.3,98,4,1.32,2,0,1,0
95,0,1,22,40.9,126,90,11.34,264.2,91,7,3.21,0,0,1,0
157,0,0,0,152.7,105,80,21.89,198.1,93,4,2.54,1,0,1,0
72,0,0,0,212.7,92,100,26.04,140.3,90,6,3.48,0,0,0,1
95,0,0,0,156.6,88,75,21.05,192.3,115,5,3.32,3,0,0,1
82,0,0,0,182.3,106,102,22.09,150.5,98,6,2.94,1,0,0,0
73,0,0,0,94.1,136,122,23.83,205.0,77,4,2.65,0,0,0,0
57,0,1,37,69.5,94,76,18.78,218.5,113,3,3.21,0,0,0,1
59,1,1,31,225.0,78,79,16.26,226.7,79,3,2.46,1,0,0,1
77,0,0,0,134.5,119,104,10.17,250.7,112,5,2.51,0,0,1,0
119,0,0,0,121.4,95,81,19.63,163.6,103,4,3.73,2,0,0,0
10,0,0,0,222.2,127,125,13.01,227.4,80,4,3.48,1,0,1,0
179,0,0,0,287.3,123,114,24.48,266.0,112,4,2.84,0,1,0,1
104,0,0,0,97.2,88,85,13.23,261.6,105,5,3.35,0,0,0,1
131,0,0,0,211.8,115,102,22.14,144.2,96,7,2.92,0,0,1,0
134,0,0,0,242.4,126,115,13.0,318.3,115,6,3.19,1,0,0,0
91,1,1,24,93.5,112,128,15.59,240.7,133,3,2.67,0,0,0,1
106,0,0,0,165.1,120,79,24.67,250.3,140,2,2.19,0,0,0,0
90,0,0,0,193.8,90,98,17.56,153.3,120,9,2.73,3,0,0,0
59,0,0,0,150.2,70,98,15.78,212.5,128,2,3.27,1,0,0,0
105,0,1,24,274.7,99,118,16.45,299.6,109,3,2.92,3,0,1,0
67,0,0,0,129.0,78,116,15.98,235.0,102,3,3.02,2,0,0,1
126,0,0,0,167.1,138,93,13.12,244.5,148,10,3.7,3,0,1,0
125,0,0,0,212.3,89,127,18.31,186.8,73,2,3.05,2,0,0,0
135,0,0,0,201.8,81,114,19.13,204.4,82,6,2.78,1,0,1,0
117,0,0,0,161.6,104,119,16.69,294.8,111,2,3.73,1,0,0,0
113,0,0,0,245.3,108,140,22.09,204.3,115,2,2.89,3,1,0,1
28,0,0,0,187.8,94,86,21.13,208.8,124,5,2.86,0,0,1,0
95,0,0,0,160.0,133,98,18.3,188.9,87,4,2.46,0,0,0,0
24,0,0,0,241.9,104,112,12.34,214.5,105,5,1.78,1,0,1,0
70,0,0,0,325.5,128,105,25.53,199.8,93,7,1.54,1,1,1,0
63,1,0,0,62.9,112,111,17.25,259.0,58,8,2.4,1,0,1,0
87,0,1,24,135.8,108,62,21.37,181.5,91,4,1.73,0,0,0,1
148,0,1,26,244.9,150,138,10.03,236.0,91,4,4.1,2,0,1,0
155,0,0,0,181.4,111,92,14.25,168.5,122,3,3.05,3,0,1,0
151,0,0,0,118.9,128,65,23.66,194.8,61,10,3.56,2,0,1,0
72,1,0,0,274.0,75,110,13.84,110.0,121,3,2.08,4,0,0,1
103,1,0,0,62.8,124,66,14.48,280.2,78,4,2.54,3,0,0,0
13,0,1,31,265.3,94,95,12.55,259.3,117,1,3.48,1,0,1,0
79,0,0,0,161.1,110,111,14.5,274.4,80,2,2.05,2,0,0,1
109,1,0,0,268.4,85,131,12.8,297.9,84,8,2.62,2,1,1,0
88,0,0,0,61.9,78,114,22.32,212.5,110,2,2.38,3,0,0,1
147,0,0,0,274.0,92,82,19.7,283.6,83,1,1.67,0,1,0,0
162,0,0,0,135.2,98,107,20.57,246.9,96,2,2.75,2,0,1,0
89,0,0,0,178.7,81,74,19.86,131.9,120,4,2.46,1,0,1,0
110,0,0,0,149.2,128,101,9.59,156.3,111,4,3.29,1,0,1,0
157,0,0,0,276.2,95,119,14.09,151.6,79,4,0.59,3,0,1,0
107,0,1,28,201.8,79,128,25.92,225.6,133,8,3.21,1,0,0,1
58,1,1,43,142.8,96,100,23.15,193.4,105,4,2.4,1,0,1,0
83,0,1,30,272.5,105,83,21.51,180.8,123,6,2.35,3,0,1,0
50,0,0,0,202.0,106,70,14.85,152.9,92,6,1.62,4,0,0,1
103,0,1,35,110.5,101,81,17.71,87.4,77,2,3.75,4,1,0,1
33,1,0,0,190.6,100,104,13.74,189.9,136,6,3.51,1,0,1,0
129,0,0,0,159.1,100,90,17.21,233.1,96,6,3.11,2,0,1,0
104,0,0,0,246.4,108,102,17.47,208.1,125,8,3.81,2,0,1,0
31,0,1,28,210.5,101,86,21.29,241.6,125,2,3.11,1,0,1,0
47,0,1,28,141.3,94,108,14.28,113.5,84,2,2.11,1,0,0,0
52,0,0,0,129.3,80,101,12.13,258.3,89,4,3.32,3,0,0,1
148,1,0,0,218.9,88,85,17.68,203.3,99,4,3.0,0,0,0,1
83,0,0,0,167.0,120,102,17.77,131.0,107,2,2.32,1,0,1,0
149,0,0,0,156.0,56,116,4.76,163.3,104,8,2.4,0,0,1,0
76,0,0,0,222.0,99,122,18.35,204.1,131,5,2.21,3,1,1,0
127,1,0,0,180.9,114,118,17.81,249.9,105,4,2.0,2,0,0,1
97,0,1,15,117.6,97,126,16.69,157.4,113,3,1.73,1,0,1,0
115,0,1,33,145.0,72,157,16.53,242.3,138,3,3.83,2,0,1,0
155,0,0,0,163.0,93,102,17.33,159.0,109,4,4.08,2,0,0,0
15,0,0,0,121.1,130,86,18.36,235.1,33,5,4.35,2,0,1,0
78,0,0,0,162.3,116,86,16.35,240.6,100,3,2.73,2,0,0,0
98,0,0,0,216.8,86,114,16.22,187.5,79,9,2.97,0,0,1,0
115,0,0,0,265.9,112,94,11.3,185.2,106,7,3.94,1,0,1,0
138,0,0,0,220.2,89,125,7.51,195.3,79,5,3.48,0,0,0,1
109,0,1,29,111.2,90,98,22.4,224.7,128,6,2.43,6,1,1,0
122,0,0,0,232.5,96,120,17.47,213.7,91,2,3.21,0,0,1,0
167,0,0,0,131.6,120,96,17.96,168.3,97,4,3.0,4,1,1,0
66,0,1,29,229.4,104,84,21.88,231.5,119,1,2.16,2,0,1,0
126,0,0,0,181.7,102,114,18.39,317.9,83,6,3.35,1,0,0,1
95,0,0,0,174.0,57,118,23.89,197.2,94,2,2.62,0,0,0,1
97,0,1,28,202.3,97,84,5.88,257.6,64,3,1.81,1,0,1,0
143,0,1,33,239.2,109,112,20.02,156.3,95,4,2.57,1,0,0,0
131,0,0,0,264.2,118,89,15.3,223.9,104,1,2.89,2,0,1,0
124,0,0,0,157.5,70,79,11.11,193.4,98,4,2.59,3,0,0,1
94,0,0,0,145.4,92,103,14.69,183.9,43,3,2.51,2,0,1,0
79,0,0,0,157.6,85,92,16.5,231.5,86,10,2.54,5,1,0,1
120,0,1,40,222.2,80,84,18.96,164.0,65,3,3.27,1,0,1,0
102,1,0,0,233.8,103,131,18.84,146.9,106,3,3.46,0,0,0,1
78,0,0,0,109.5,105,90,24.32,247.6,113,9,1.32,1,0,1,0
114,0,0,0,139.8,152,76,18.35,96.9,111,10,2.13,2,0,0,0
145,1,0,0,113.0,63,131,15.9,146.8,61,7,2.94,1,0,0,0
125,0,0,0,143.6,119,119,20.27,173.6,89,4,2.94,2,0,0,0
96,0,0,0,173.9,111,105,24.43,204.8,91,7,2.46,1,0,1,0
49,1,0,0,237.8,92,119,17.76,167.8,86,6,4.21,2,1,1,0
165,0,0,0,209.4,67,89,23.27,150.2,88,1,3.46,0,0,0,1
75,0,0,0,226.1,105,107,17.13,246.2,98,5,2.78,1,0,0,1
120,0,0,0,134.8,94,106,17.35,238.4,109,8,1.81,1,0,0,1
98,0,1,21,64.6,98,86,14.97,244.8,84,0,0.0,2,0,0,0
120,0,0,0,150.6,85,128,10.12,232.9,123,2,1.73,1,0,1,0
177,0,0,0,189.5,99,117,14.99,225.9,112,2,3.83,1,0,0,0
33,0,1,35,161.9,85,82,12.85,191.0,131,2,2.3,1,0,0,1
67,0,1,30,129.6,107,104,19.81,297.0,93,5,3.92,1,0,1,0
78,0,0,0,241.3,113,97,12.46,129.0,131,6,3.19,3,0,1,0
129,0,0,0,334.3,118,104,16.33,191.0,83,6,2.81,0,1,0,1
159,0,0,0,189.1,105,147,20.92,242.0,106,5,2.81,1,1,1,0
114,0,0,0,172.0,145,101,23.49,193.7,100,9,2.73,1,0,0,1
49,0,0,0,171.5,86,85,16.05,155.1,82,2,2.3,2,0,1,0
25,0,0,0,144.1,111,89,19.11,132.9,110,3,3.67,4,1,0,1
78,0,0,0,231.0,115,140,19.58,261.4,120,3,2.57,1,0,1,0
48,0,1,43,172.0,111,64,17.02,233.1,96,5,2.16,1,0,0,1
160,0,0,0,174.3,105,107,14.56,220.8,131,2,2.24,0,0,1,0
107,0,1,25,248.6,91,115,10.14,194.3,83,1,3.24,1,0,0,1
59,0,0,0,145.8,95,81,19.41,247.5,87,5,2.59,0,0,0,0
99,0,0,0,221.0,118,104,11.8,198.6,96,4,3.27,0,0,0,0
161,0,0,0,151.6,117,87,18.65,224.7,68,5,1.08,1,0,1,0
149,0,1,20,147.8,132,94,23.53,149.9,110,6,2.75,0,0,1,0
44,1,0,0,62.3,92,82,23.38,138.7,108,3,2.92,1,0,1,0
133,0,0,0,207.1,106,124,24.1,65.2,107,2,2.84,3,0,1,0
69,0,0,0,243.3,101,99,9.28,176.9,138,3,2.51,0,0,1,0
169,1,0,0,57.1,98,78,16.97,274.7,103,6,1.76,3,0,1,0
73,0,0,0,67.0,76,154,18.96,236.5,151,2,3.02,1,0,0,0
97,0,1,24,133.2,135,58,18.46,70.6,79,3,2.97,1,0,1,0
46,0,0,0,139.4,81,113,19.01,173.1,77,6,3.67,1,0,0,0
46,0,0,0,230.7,117,84,15.83,182.2,109,4,2.48,2,0,1,0
141,0,0,0,217.1,110,111,20.53,253.5,103,6,3.24,0,0,1,0
120,0,1,31,153.5,83,96,18.62,237.4,76,4,3.08,0,0,1,0
125,0,0,0,240.7,82,85,22.9,187.1,74,3,2.73,0,1,1,0
125,0,0,0,190.2,107,75,17.78,102.1,136,5,3.83,4,1,1,0
148,0,1,25,230.7,102,109,19.87,215.8,90,2,3.65,3,0,0,0
92,0,0,0,154.0,122,88,28.03,288.0,117,2,1.51,3,1,1,0
81,0,1,43,102.4,102,104,19.15,182.3,97,5,1.92,2,0,1,0
67,0,0,0,210.7,116,86,18.63,179.7,83,6,1.94,1,0,1,0
90,0,0,0,114.4,108,150,19.79,198.1,78,3,2.4,0,0,1,0
126,0,0,0,58.2,94,118,11.79,136.8,91,1,3.21,5,1,1,0
60,0,0,0,252.7,97,121,18.79,109.9,100,4,3.35,2,0,0,0
73,0,0,0,175.4,130,105,21.09,122.4,85,4,3.29,0,0,1,0
135,0,0,0,246.8,129,121,15.96,154.5,109,5,3.4,1,0,0,1
149,0,0,0,119.2,88,110,14.31,204.7,119,6,3.29,4,1,1,0
105,0,0,0,232.6,96,117,21.54,154.0,101,9,2.84,1,0,0,0
217,0,0,0,176.4,115,128,13.5,306.6,107,3,2.51,4,0,0,0
138,0,0,0,230.1,107,120,18.02,174.9,119,4,3.56,1,0,1,0
75,0,0,0,224.7,116,79,16.32,212.2,98,11,3.05,3,0,1,0
38,0,0,0,137.8,86,76,24.34,167.0,77,3,3.81,2,0,1,0
90,0,0,0,192.6,129,100,16.29,203.1,105,2,3.08,3,0,1,0
94,0,0,0,269.2,104,144,16.47,257.6,61,2,2.4,3,1,0,0
78,0,0,0,163.6,88,93,24.09,262.1,108,9,2.32,0,0,0,0
136,0,0,0,276.3,94,125,19.21,221.4,87,1,1.94,1,1,0,0
127,0,0,0,139.6,94,112,20.48,127.1,88,4,2.38,2,0,0,0
120,0,0,0,98.2,99,85,15.87,146.7,96,4,2.51,2,0,0,0
103,0,0,0,150.6,125,126,14.37,221.2,104,8,2.81,8,1,0,0
193,0,0,0,96.8,92,103,12.12,210.1,115,5,2.94,2,1,1,0
129,0,0,0,54.7,131,105,21.77,176.6,135,4,3.0,1,0,1,0
151,0,0,0,235.9,104,91,6.85,212.8,116,2,1.57,3,0,0,1
128,0,0,0,247.3,91,60,15.53,143.2,112,2,3.97,3,0,1,0
77,0,0,0,251.8,72,126,17.48,275.2,109,7,2.65,2,1,1,0
50,0,0,0,160.1,64,123,17.74,199.7,84,12,2.05,5,1,0,1
63,0,1,33,184.2,111,89,26.57,264.0,55,4,3.29,1,0,1,0
58,0,0,0,112.2,95,108,17.82,260.9,78,1,3.75,0,1,0,1
113,0,0,0,198.6,115,106,21.93,245.8,104,6,2.75,1,1,0,0
119,0,0,0,215.1,105,104,21.2,249.9,83,8,2.92,2,0,0,0
115,0,1,26,132.3,142,89,23.24,195.7,77,7,4.0,0,0,1,0
43,0,0,0,84.2,134,103,6.87,196.1,79,2,2.92,1,0,1,0
36,0,1,16,149.4,111,113,11.2,132.7,87,2,1.81,0,0,1,0
87,0,0,0,205.2,106,122,8.46,189.5,75,3,3.62,1,0,1,0
169,0,0,0,266.7,105,88,13.45,287.7,111,3,3.73,3,1,0,0
110,0,0,0,271.1,108,122,20.15,239.9,122,5,2.65,2,1,1,0
149,0,0,0,237.6,79,107,16.35,207.4,111,9,2.46,0,0,0,0
44,0,1,20,184.8,105,169,16.58,130.1,121,3,3.13,1,0,1,0
82,0,0,0,273.8,99,110,10.52,147.7,61,4,1.86,2,0,1,0
141,0,1,33,168.4,127,106,15.73,220.0,78,4,2.97,2,0,1,0
101,0,1,39,147.2,105,96,14.35,165.3,118,4,3.51,1,0,1,0
97,0,0,0,120.8,96,101,14.43,194.1,63,3,3.21,4,1,0,1
139,0,0,0,138.1,103,100,13.98,134.9,63,2,2.24,1,0,1,0
110,0,0,0,149.8,112,93,15.3,140.0,119,4,3.16,2,0,0,0
71,0,1,39,183.2,103,111,17.8,172.4,109,6,3.21,1,0,1,0
88,0,0,0,172.8,81,90,16.44,89.6,107,5,3.46,2,0,1,0
174,0,0,0,72.2,80,81,14.74,130.1,121,5,2.97,2,0,1,0
119,0,1,26,161.3,97,110,21.28,142.4,92,8,1.78,1,0,1,0
71,0,0,0,207.0,112,96,14.77,178.4,61,3,3.27,1,0,1,0
61,0,1,38,139.8,108,120,4.96,203.4,160,1,2.62,3,0,1,0
98,0,0,0,136.9,120,84,15.35,172.9,94,4,3.21,4,1,0,0
119,0,1,32,186.4,75,92,17.59,150.6,80,2,3.27,1,0,1,0
180,0,1,33,231.8,78,79,19.8,206.9,121,4,2.05,1,0,1,0
89,0,0,0,192.1,83,88,13.91,169.7,138,3,1.65,0,0,0,0
89,0,0,0,326.3,112,110,14.03,162.9,97,1,2.03,1,1,1,0
157,0,1,27,201.4,85,60,8.61,258.5,113,5,3.21,2,0,0,0
76,1,0,0,273.3,66,121,22.41,165.2,84,7,3.24,1,1,1,0
36,0,0,0,117.1,94,117,20.01,221.3,108,2,2.43,0,0,0,1
159,0,0,0,168.5,80,119,17.33,199.1,126,2,2.19,1,0,0,1
130,0,0,0,138.7,68,102,17.48,231.2,108,3,3.67,2,0,1,0
25,0,0,0,199.2,80,84,10.47,82.3,77,4,2.59,2,0,0,0
168,0,0,0,183.2,131,73,15.23,292.8,100,5,2.67,2,0,1,0
118,0,0,0,77.6,113,75,10.79,191.0,79,4,4.02,1,0,1,0
118,0,0,0,103.6,107,149,6.97,169.5,103,6,1.78,0,0,1,0
116,0,0,0,173.5,93,76,16.5,208.0,112,10,4.37,3,0,0,0
116,0,1,27,204.7,118,91,17.8,212.9,67,2,1.89,2,0,1,0
123,0,0,0,222.4,90,104,24.34,300.8,95,3,2.67,2,1,0,1
37,1,0,0,172.9,119,86,15.56,226.4,100,1,2.65,0,1,0,1
161,0,0,0,159.6,102,119,18.07,151.4,83,7,3.4,5,1,1,0
52,0,0,0,165.5,78,89,17.47,213.6,124,6,3.29,0,0,1,0
76,0,0,0,107.3,140,133,20.25,271.8,116,3,2.7,4,1,0,0
74,0,1,27,154.1,122,150,16.6,276.7,86,2,3.56,4,0,0,1
113,0,0,0,158.9,137,109,20.64,247.8,97,4,1.76,0,0,0,0
51,0,1,43,158.2,94,105,18.12,190.4,91,2,2.3,2,0,1,0
142,1,1,23,102.2,103,110,19.52,176.3,100,4,2.43,1,0,0,0
138,0,0,0,89.1,117,46,10.78,190.5,71,4,2.67,2,0,0,1
57,0,0,0,272.7,74,85,19.12,178.2,104,3,2.84,2,1,1,0
90,1,0,0,207.1,87,87,17.72,146.0,95,5,1.19,2,0,0,0
142,0,0,0,128.5,95,91,16.37,79.0,95,6,2.48,2,0,0,0
72,0,0,0,179.9,113,112,12.73,168.2,79,7,2.65,2,0,0,0
88,0,0,0,192.0,91,127,10.85,155.6,125,5,2.03,1,0,1,0
56,0,0,0,162.3,99,78,12.67,255.5,115,1,4.0,4,1,1,0
87,0,0,0,240.0,83,106,11.4,189.1,84,2,2.51,0,1,1,0
138,1,0,0,261.1,96,120,14.53,71.1,89,0,0.0,3,1,1,0
163,0,0,0,277.7,118,91,9.8,170.3,90,8,2.81,0,0,0,1
93,0,0,0,172.0,80,76,18.62,169.8,108,3,2.78,0,0,1,0
59,0,1,26,205.4,68,115,9.78,214.7,130,2,2.54,5,0,1,0
157,0,1,29,219.2,102,109,17.51,192.4,117,5,4.05,1,0,0,1
76,0,0,0,208.5,124,117,14.71,221.1,95,3,2.65,0,0,0,0
53,0,0,0,164.1,106,56,17.51,194.7,124,2,3.08,1,0,1,0
232,0,0,0,165.6,104,115,16.65,118.3,77,3,3.19,1,0,0,0
